anio,mes,tabla_origen,categoria,valor
2024,NOV,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,5991
2024,ENE,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,4175
2024,FEB,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,4784
2024,MAR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,4366
2024,ABR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,5834
2024,MAY,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,5547
2024,JUN,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,4694
2024,JUL,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,5230
2024,AGO,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,4799
2024,SEP,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,4848
2024,OCT,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,5244
2024,NOV,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,4523
2024,ENE,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,2187
2024,FEB,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,2063
2024,MAR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,2351
2024,ABR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,3070
2024,MAY,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,3274
2024,JUN,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,2967
2024,JUL,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,3259
2024,AGO,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,2882
2024,SEP,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,2861
2024,OCT,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,2997
2024,NOV,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,2707
2024,ENE,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,161
2024,FEB,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,183
2024,MAR,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,155
2024,ABR,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,240
2024,MAY,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,216
2024,JUN,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,201
2024,JUL,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,327
2024,AGO,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,228
2024,SEP,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,234
2024,OCT,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,260
2024,NOV,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,224
